,loss,accuracy,val_loss,val_accuracy,lr
0,1.0432453155517578,0.6748497486114502,3.632774591445923,0.09216397255659103,0.001
1,0.21092785894870758,0.9318885207176208,1.0073633193969727,0.6656441688537598,0.001
2,0.0993238314986229,0.9685302972793579,0.15317386388778687,0.9591466784477234,0.001
3,0.06536276638507843,0.9785831570625305,0.06957238167524338,0.9790853261947632,0.001
4,0.04403721168637276,0.9872154593467712,0.06916078925132751,0.9786670207977295,0.001
5,0.038530848920345306,0.9872882962226868,0.6709105372428894,0.8257110714912415,0.001
6,0.019855594262480736,0.9940266013145447,0.011754157021641731,0.9984662532806396,0.0005
7,0.017147919163107872,0.994827926158905,0.010023888200521469,0.9969325065612793,0.0005
8,0.012558519840240479,0.9964669346809387,0.016156338155269623,0.9948410391807556,0.0005
9,0.009886329993605614,0.9973410964012146,0.025970572605729103,0.9914947152137756,0.00025
10,0.009303677827119827,0.9974139332771301,0.0037873198743909597,0.9995816946029663,0.00025
11,0.007287380751222372,0.9982516765594482,0.015110022388398647,0.9934467077255249,0.00025
12,0.0075509496964514256,0.9982152581214905,0.004811514634639025,0.99832683801651,0.00025
13,0.0067414878867566586,0.9980331659317017,0.00251663476228714,1.0,0.000125
14,0.006537495646625757,0.9983245134353638,0.003766302950680256,0.9991633892059326,0.000125
15,0.005738571751862764,0.9987615942955017,0.0023439021315425634,0.9998605847358704,0.000125
16,0.005157859064638615,0.9986159205436707,0.0018761800602078438,0.9998605847358704,6.25e-05
17,0.005066601559519768,0.9988344311714172,0.0023875718470662832,0.999721109867096,6.25e-05
18,0.0046496521681547165,0.9990165829658508,0.00264033698476851,0.999721109867096,3.125e-05
19,0.004393646959215403,0.9987615942955017,0.003909684251993895,0.997350811958313,3.125e-05
